filename,authors,dimension,domain,attribute,score,score_desc,dont_know,not_relevant,quality,importance,mech_apply_yn,mech_apply_notes,notes,case_study
Lau_PNG_Madang_Reef_Case Study Template.xlsx,Lau,Governance,Learning,Adaptive,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,Responses in S5 may be informative in shaping the response to this attribute.,Madang reef fish
Lau_PNG_Madang_Reef_Case Study Template.xlsx,Lau,Governance,Agency,Leadership and initiative,4,NA,NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Madang reef fish
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Assets,Population abundance,3,varies by location with more remote locations generally having higher abudance and biomass. In general Fijian reefs are incredibly biodiverse; but abundance can vary,NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Assets,Age structure,3,"Dependent on fishing practices -- if larger / older adults have been systematically targeted, this is likely to be at least moderately disturbed. Starting to put in place size restrictions.  We now have data for last three years looking at size strcutures in our markets, so have a better sense of which species are in decline. ->",NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Assets,Genetic diversity,4,"Is this known in particular for Fiji? Limited to a couple of papers, sea cucumbers & migratory species (published in scientific literature). Generally true for coral communities with high diverisity. Fiji is just outside the coral triangle. From literature - ""large areas of intact coral reef with extensive live coral cover, not disturbed by humans or climate change, harbor the greatest amount of genetic diversity."" See reference - Kimberly A. Selkoe, Oscar E. Gaggiotti, Eric A. Treml, Johanna L. K. Wren, Mary K. Donovan, Hawai‘i Reef Connectivity Consortium, Robert J. Toonen. The DNA of coral reef biodiversity: predicting and protecting genetic diversity of reef assemblages. Proceedings of the Royal Society B, 2016 DOI: 10.1098/rspb.2016.0354",NA,NA,C - fairly confident that the answer provided reflects the true state of the system,high,yes,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Assets,Species diversity,4,Expect this is fairly high for multispp coral reef fishery; also indicated by the market survey data.,NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Flexibility,Adult mobility,2,"Not a lot of migratory species in the fishery; reef fishes that may (depending on species) move from one reef to another but not over long distances. Groupers 5-10km along a reef to a reproduction site. Allison Green (Philippines) - movement patterns of different fish - see figure on species movement patterns. Larger / bigger fish traveling more kms, have larger home range.  Consider predator movement, e.g. sharks. (Shark pops are getting low, but not generally targeted)",NA,NA,A - adequate and reliable data/information,medium,yes,NA,LACK of mobility is an important attribute in this system.,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Flexibility,Larval dispersal,3,Some islands are isolated where coral cover is much lower. could be b/c surrounded by ocean and more reliant on self-recruitment. Isolated by many kms of ocean b/w reefs.,NA,NA,B - limited data/information and expert judgement,high,yes,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Flexibility,Environmental niche breadth,3,"coral reefs and mangrove systems; limited / moderate capacity to sustain large increases in temperature and repeated damage to reefs. Ability to tolerate change is indicated by the recovery of corals after warming event; and field observations suggesting limited effect on coral reef fishes after Cyclone Winston. However, temperature thresholds are likely limited, as well as the ability to sustain repeated mechanical damage of increasingly intense storms",NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Flexibility,Dietary flexibility,4,coral / mangrove obligate fish pops. Some dietary diversity exists but is limited to those habitats. could be 2 or 3. (of on a reef that's reasonably healthy; should be a 3 or 4).,NA,NA,A - adequate and reliable data/information,medium,yes,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Flexibility,Habitat diversity,4,"limited to corals / mangroves. Fiji has a high diversity of coral reef types; probably why its recovered so well, have fringing & barrier reefs, many types close to eachother. Some species are particular to habitats, e.g. groupers at base of a pinnacle",NA,NA,A - adequate and reliable data/information,high,yes,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Flexibility,Plasticity,2,coral reefs and mangrove systems - to some degree (2 or 3) depends on extent of damage and of reef. reef systems are more extensive; mangroves more patchy. lots of niche specificity. Note: need to review answers across case studies (for all) to ensure consistency of answers.,NA,NA,A - adequate and reliable data/information,medium,NA,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Flexibility,Evolutionary potential,3,"coral reefs and mangrove systems - to some degree.  generally such systems are less tolerant of temperature changes; although Fijian reefs showing more resilience to warming events. However; increased mechanical damage is likely to continue to degrade both corals and mangroves, with limited short term recoverability in terms of re-growth.",NA,NA,A - adequate and reliable data/information,high,NA,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Organization,Ecosystem connectivity,3,"3, probably 4 in some areas, depending on patchiness and distance between suitable reef habitat.",NA,NA,B - limited data/information and expert judgement,high,NA,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Ecological,Organization,Population modularity,2,"Consider: are populations of reef fish relative connected or disconnected? Are they disconnected enough that some populations may be affected more or less than others to cyclone events, faciliating recoverability through larvale dispersal and migration?  Probably 2, short distance between reefs. Why its thought that corals recovered after bleaching. More (3) relative to smaller islands. - Based on reef data; probably some recruitment; smaller islands lower fishing and less recovery are likely self-recruiting.",NA,NA,B - limited data/information and expert judgement,medium,NA,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Socio-economic,Assets,Wealth and reserves,3,"80% of country under indigenous lands; rural setting with limited access to infrastructure, medical systems etc that affect wellbeing. Lots of wealth in terms of land and water, less in terms of cars etc. Generally the Indigenous population values family, religion, personal connections, as their happinerss and wellbeing. So depends how you measure well-being. Happy b/c of family land etc. Knocked back by big disturbances. But if lost house and home, have pine plantations to rebuild etc.",NA,NA,A - adequate and reliable data/information,high,NA,NA,Response to 2.2.3.1 may be informative in shaping the response to this attribute.,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Socio-economic,Assets,Economic diversity,2,"iTaukei - diverse livelihoods; some do fishing more than others. Many fish for food but spend more time in gardens doing agriculture, especially when agriculture is more valuable. More adaptable b/c they have multiple sources of income. Lots of support from remittances; some highly dependent, other mix that source of income with labor work (2-3 months on a sugar cane farm). Lower levels of education so less likely to go work in a city",NA,NA,A - adequate and reliable data/information,high,NA,NA,Responses to 2.2.3.7 and 2.2.3.10 may be informative in shaping the response to this attribute.,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Socio-economic,Assets,Social diversity,3,"iTaukei, Indo-Fijians, Rotumans (own island) and iKiribati (own island systems; others dont go without their permission) both access fisheries, as well as men and women. Diverse, but 'limited' relative to other systems. iTaukei / Indo-Fijians overlap within a particular management zone. Multiple religions (Christians, Hindus); 3-4 political parties, multiple languages. At least 3; 3 - 4 relative to other places. Discuss.",NA,NA,A - adequate and reliable data/information,medium,NA,NA,W: changed from 4 to 3 (Feb-21-2022),Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Socio-economic,Flexibility,Flexible and agile infrstructure,3,"Limited from gov't support, etc. but higher within community for things like re-builidng; temporarily shifting to ag, etc. Lower wrt motors, etc. Higher for things that can be (re)built by communities themselves. (3 from community perspective; less from gov't)",NA,NA,A - adequate and reliable data/information,high,NA,NA,"W: changed from 2 to 3 (Feb-22-2022). The gleaning infrastructure is incredibly flexible b/c of the low-tech-ness of the activity. Similarly, fishing populations that use traditional boats can rebuild faster and get back to fishing sooner.",Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Socio-economic,Flexibility,Mobility,2,"Communities access fishing grounds near village; limited ability to move far due to Marine Tenure boundaries and commercial licence restrictions, also equipment etc to do so easily. Not sure about occupational mobility. Fish within own ground, don't swap to someone elses",NA,NA,A - adequate and reliable data/information,medium,NA,NA,NA,Fiji nearshore
Mangubhai_Friedman_Fiji_Case_Study.xlsx,Mangubhai/Friedman,Socio-economic,Flexibility,Economic opportunity,2,Customary fishing rights (3 ethnic groups). Less so for Indo-Fijians; people try to have 2-3 incomes (1 isnt enough),NA,NA,A - adequate and reliable data/information,high,NA,NA,NA,Fiji nearshore
